ARREST_DATE,YEAR,MONTH,F,M,V,TOTAL,FELONY_RATIO,OPACITY
2023-01-07,2023,1,214,309,6,529,0.4045368620037810,0.4045368620037810
2023-01-08,2023,1,169,268,2,439,0.38496583143508000,0.38496583143508000
2023-01-09,2023,1,226,279,2,507,0.4457593688362920,0.4457593688362920
2023-01-10,2023,1,366,371,1,738,0.4959349593495940,0.4959349593495940
2023-01-11,2023,1,368,461,6,835,0.4407185628742520,0.4407185628742520
2023-01-12,2023,1,311,364,6,681,0.4566813509544790,0.4566813509544790
2023-01-13,2023,1,311,392,8,711,0.43741209563994400,0.43741209563994400
2023-01-14,2023,1,237,332,5,574,0.41289198606271800,0.41289198606271800
2023-01-15,2023,1,146,212,1,359,0.40668523676880200,0.40668523676880200
2023-01-16,2023,1,190,265,2,457,0.41575492341356700,0.41575492341356700
2023-01-17,2023,1,339,446,8,793,0.4274905422446410,0.4274905422446410
2023-01-18,2023,1,390,463,1,854,0.4566744730679160,0.4566744730679160
2023-01-19,2023,1,318,367,3,688,0.4622093023255810,0.4622093023255810
2023-01-20,2023,1,270,380,5,655,0.4122137404580150,0.4122137404580150
2023-01-21,2023,1,250,317,3,570,0.43859649122807000,0.43859649122807000
2023-01-22,2023,1,127,229,3,359,0.35376044568245100,0.35376044568245100
2023-01-23,2023,1,219,275,2,496,0.4415322580645160,0.4415322580645160
2023-01-24,2023,1,317,382,3,702,0.4515669515669520,0.4515669515669520
2023-01-25,2023,1,259,363,8,630,0.4111111111111110,0.4111111111111110
2023-01-26,2023,1,348,418,7,773,0.4501940491591200,0.4501940491591200
2023-01-27,2023,1,252,273,2,527,0.4781783681214420,0.4781783681214420
2023-01-28,2023,1,203,254,1,458,0.4432314410480350,0.4432314410480350
2023-01-29,2023,1,192,251,0,443,0.43340857787810400,0.43340857787810400
2023-01-30,2023,1,195,270,1,466,0.4184549356223180,0.4184549356223180
2023-01-31,2023,1,254,373,3,630,0.4031746031746030,0.4031746031746030
2023-02-01,2023,2,380,493,3,876,0.4337899543379000,0.4337899543379000
2023-02-02,2023,2,327,491,7,825,0.39636363636363600,0.39636363636363600
2023-02-03,2023,2,266,335,4,605,0.4396694214876030,0.4396694214876030
2023-02-04,2023,2,184,286,5,475,0.3873684210526320,0.3873684210526320
2023-02-05,2023,2,158,254,4,416,0.3798076923076920,0.3798076923076920
2023-02-06,2023,2,262,274,3,539,0.48608534322820000,0.48608534322820000
2023-02-07,2023,2,284,384,5,673,0.42199108469539400,0.42199108469539400
2023-02-08,2023,2,338,492,6,836,0.4043062200956940,0.4043062200956940
2023-02-09,2023,2,315,386,2,703,0.4480796586059740,0.4480796586059740
2023-02-10,2023,2,261,386,1,648,0.4027777777777780,0.4027777777777780
2023-02-11,2023,2,239,325,0,564,0.4237588652482270,0.4237588652482270
2023-02-12,2023,2,142,230,3,375,0.37866666666666700,0.37866666666666700
2023-02-13,2023,2,238,314,3,555,0.42882882882882900,0.42882882882882900
2023-02-14,2023,2,304,303,8,615,0.4943089430894310,0.4943089430894310
2023-02-15,2023,2,338,431,4,773,0.4372574385511000,0.4372574385511000
2023-02-16,2023,2,320,410,5,735,0.43537414965986400,0.43537414965986400
2023-02-17,2023,2,269,341,0,610,0.44098360655737700,0.44098360655737700
2023-02-18,2023,2,223,317,7,547,0.4076782449725780,0.4076782449725780
2023-02-19,2023,2,147,219,5,371,0.39622641509434000,0.39622641509434000
2023-02-20,2023,2,181,281,3,465,0.38924731182795700,0.38924731182795700
2023-02-21,2023,2,306,382,3,691,0.44283646888567300,0.44283646888567300
2023-02-22,2023,2,281,409,6,696,0.40373563218390800,0.40373563218390800
2023-02-23,2023,2,283,407,3,693,0.4083694083694080,0.4083694083694080
2023-02-24,2023,2,213,282,2,497,0.42857142857142900,0.42857142857142900
2023-02-25,2023,2,173,263,5,441,0.3922902494331070,0.3922902494331070
2023-02-26,2023,2,149,235,0,384,0.3880208333333330,0.3880208333333330
2023-02-27,2023,2,196,243,0,439,0.44646924829157200,0.44646924829157200
2023-02-28,2023,2,224,288,3,515,0.4349514563106800,0.4349514563106800
2023-03-01,2023,3,352,454,5,811,0.43403205918619000,0.43403205918619000
2023-03-02,2023,3,332,446,9,787,0.4218551461245240,0.4218551461245240
2023-03-03,2023,3,307,375,0,682,0.4501466275659820,0.4501466275659820
2023-03-04,2023,3,164,285,1,450,0.36444444444444400,0.36444444444444400
2023-03-05,2023,3,174,287,1,462,0.37662337662337700,0.37662337662337700
2023-03-06,2023,3,247,298,3,548,0.45072992700729900,0.45072992700729900
2023-03-07,2023,3,297,405,7,709,0.41889985895627600,0.41889985895627600
2023-03-08,2023,3,365,451,3,819,0.4456654456654460,0.4456654456654460
2023-03-09,2023,3,351,406,7,764,0.4594240837696340,0.4594240837696340
2023-03-10,2023,3,235,356,3,594,0.3956228956228960,0.3956228956228960
2023-03-11,2023,3,200,327,3,530,0.37735849056603800,0.37735849056603800
2023-03-12,2023,3,144,259,2,405,0.35555555555555600,0.35555555555555600
2023-03-13,2023,3,191,208,2,401,0.4763092269326680,0.4763092269326680
2023-03-14,2023,3,295,340,5,640,0.4609375,0.4609375
2023-03-15,2023,3,390,395,6,791,0.49304677623261700,0.49304677623261700
2023-03-16,2023,3,344,399,6,749,0.45927903871829100,0.45927903871829100
2023-03-17,2023,3,240,350,4,594,0.40404040404040400,0.40404040404040400
2023-03-18,2023,3,200,336,5,541,0.36968576709796700,0.36968576709796700
2023-03-19,2023,3,148,267,1,416,0.3557692307692310,0.3557692307692310
2023-03-20,2023,3,175,250,3,428,0.4088785046728970,0.4088785046728970
2023-03-21,2023,3,286,345,2,633,0.4518167456556080,0.4518167456556080
2023-03-22,2023,3,346,363,2,711,0.4866385372714490,0.4866385372714490
2023-03-23,2023,3,282,344,4,630,0.44761904761904800,0.44761904761904800
2023-03-24,2023,3,253,305,1,559,0.4525939177101970,0.4525939177101970
2023-03-25,2023,3,199,276,3,478,0.41631799163179900,0.41631799163179900
2023-03-26,2023,3,183,233,1,417,0.43884892086330900,0.43884892086330900
2023-03-27,2023,3,198,247,2,447,0.4429530201342280,0.4429530201342280
2023-03-28,2023,3,379,418,1,798,0.474937343358396,0.474937343358396
2023-03-29,2023,3,312,407,0,719,0.4339360222531290,0.4339360222531290
2023-03-30,2023,3,291,378,5,674,0.4317507418397630,0.4317507418397630
2023-03-31,2023,3,244,345,3,592,0.41216216216216200,0.41216216216216200
2023-04-01,2023,4,201,280,5,486,0.41358024691358000,0.41358024691358000
